0,1e-06
1,0
2,1e-06
3,1e-06
4,1e-06
5,1e-06
6,1e-06
7,1e-06
8,1e-06
9,1e-06
10,1e-06
11,2e-06
12,2e-06
13,4e-06
14,5e-06
15,7e-06
16,1.1e-05
17,1.8e-05
18,2.9e-05
19,4.6e-05
20,7.5e-05
21,0.000121
22,0.000194
23,0.000327
24,0.000508
25,0.000879
26,0.00134
27,0.002186
28,0.003533
29,0.005715
30,0.009322
31,0.014966
32,0.018025
33,0.029332
34,0.046905
